"genre","color","size","top","left"
"trancecore","rgb(226, 94, 24)",0.05,81.4752421635281,17.8
"argentine metal","rgb(218, 94, 39)",0.0166666666666667,60.6040551110042,20.1333333333333
"progressive doom","rgb(177, 119, 87)",0,56.3985319776187,11.8666666666667
"boston metal","rgb(215, 80, 85)",0.0166666666666667,56.8858672763372,13
"metal galego","rgb(226, 80, 78)",0,70.4831237590999,14.8
"wisconsin metal","rgb(229, 76, 85)",0,67.8418867697491,16.4666666666667
"belgian death metal","rgb(226, 70, 128)",0,59.1119667890019,12.6666666666667
"roda de samba","rgb(157, 136, 3)",0,43.4691053486553,59.0666666666667
"british choir","rgb(38, 151, 62)",0,3.75428674568317,8.73333333333333
"australian choir","rgb(35, 158, 66)",0,2.13585223512423,13
"christian symphonic metal","rgb(185, 108, 63)",0,60.369412189399,12.6666666666667
"black death","rgb(221, 54, 141)",0,47.5843812045003,7.2
"gothic metal","rgb(194, 114, 54)",0.05,71.3916130196739,15.2666666666667
"combos nacionales","rgb(175, 145, 14)",0,51.6334757234823,75.4
"sludgecore","rgb(209, 80, 137)",0,49.3351783887853,8.26666666666667
"death 'n' roll","rgb(231, 70, 111)",0,52.6141628060887,13
"timba","rgb(187, 128, 7)",0.0166666666666667,47.0368810540882,69.2
"finnish doom metal","rgb(178, 116, 111)",0,54.7800974670597,10.4666666666667
"nz metal","rgb(221, 78, 104)",0,65.675952108778,13.5333333333333
"moog","rgb(98, 138, 163)",0,27.6096504422117,36.4666666666667
"grave wave","rgb(170, 127, 122)",0.0333333333333333,75.7535647674628,34.5333333333333
"bulgarian experimental","rgb(127, 123, 174)",0,40.539077071175,24.1333333333333
"children's choir","rgb(76, 152, 34)",0.0166666666666667,23.36802839781,33.4
"trip hop","rgb(158, 135, 108)",0.0833333333333333,79.6943625533963,58.2666666666667
"barbershop","rgb(80, 140, 17)",0,25.6903916731845,35.1333333333333
"muzika l'yeladim","rgb(105, 148, 7)",0,46.1524577341917,66.4666666666667
"downtempo fusion","rgb(143, 142, 136)",0,71.5179592082306,47.3333333333333
"baja indie","rgb(158, 129, 98)",0,66.831117261296,41.8
"bouzouki","rgb(109, 152, 96)",0,29.4386619336983,51.9333333333333
"canadian electronic","rgb(191, 131, 111)",0.0666666666666667,90.199145659106,67.6
"traditional scottish folk","rgb(107, 150, 69)",0,29.1438541603995,37.8
"dub product","rgb(149, 142, 153)",0,77.3298838818362,81.6666666666667
"scam rap","rgb(161, 144, 2)",0.0333333333333333,70.2244148968173,70.0666666666667
"swiss house","rgb(183, 145, 196)",0,98.892966728837,92.6666666666667
"amapiano","rgb(166, 154, 129)",0,95.2710426568799,91.5333333333333
"heavy gothic rock","rgb(188, 118, 51)",0,74.3818061488478,23.4
"women's music","rgb(107, 149, 8)",0.0333333333333333,34.3481138318994,48.2
"slack-key guitar","rgb(82, 168, 121)",0,23.831297755851,53.2666666666667
"vintage tango","rgb(80, 146, 74)",0,8.47722760363395,64.4666666666667
"lund indie","rgb(171, 125, 72)",0,54.1844654352927,25.4666666666667
"slovak folk","rgb(114, 152, 14)",0,26.2198423680886,37.3333333333333
"native american spiritual","rgb(76, 157, 28)",0,34.0172071475844,64.8
"latin jazz","rgb(134, 134, 64)",0.0666666666666667,26.7312436074845,66.0666666666667
"taiwan singer-songwriter","rgb(114, 148, 15)",0.0166666666666667,41.6400938571687,38.7333333333333
"christian indie","rgb(129, 148, 16)",0.05,43.3608086156068,29.8
"dayton indie","rgb(176, 119, 35)",0.0166666666666667,53.727212562421,26.4666666666667
"acid rock","rgb(163, 109, 45)",0.0666666666666667,37.6210817640334,32.1333333333333
"j-idol","rgb(212, 114, 36)",0.05,87.2871668371338,33.9333333333333
"jovem guarda","rgb(137, 142, 11)",0.0333333333333333,43.5834185668732,45.1333333333333
"trash rock","rgb(218, 88, 43)",0,52.7585584501534,23.4
"pop catracho","rgb(176, 135, 20)",0,72.516695746345,74.3333333333333
"slovenian hip hop","rgb(169, 125, 7)",0,54.8161963780759,73.8
"latino comedy","rgb(164, 76, 3)",0,29.23410143794,66.3333333333333
"indonesian alternative rock","rgb(181, 119, 22)",0.0333333333333333,59.924192286866,27.9333333333333
"boogie","rgb(175, 119, 35)",0,86.4990072799471,75.6
"folklore ecuatoriano","rgb(104, 155, 34)",0,29.5349256964082,76.0666666666667
"greek trap","rgb(163, 147, 6)",0.0333333333333333,68.7202936044763,69.4666666666667
"latin shoegaze","rgb(173, 126, 163)",0,61.2598519944648,13.1333333333333
"norwegian classical","rgb(23, 164, 170)",0.0166666666666667,2.35244570122136,23
"música pitiusa","rgb(153, 137, 22)",0,40.5270441008363,35.6666666666667
"roots worship","rgb(121, 149, 21)",0.05,42.175561037242,30.3333333333333
"jazz chileno","rgb(116, 142, 116)",0,26.8034414295169,53
"spanish indie folk","rgb(117, 152, 33)",0,37.6932795860658,38.1333333333333
"st petersburg fl indie","rgb(160, 131, 41)",0,47.1872931833223,30.4666666666667
"newfoundland indie","rgb(129, 144, 22)",0,39.0951206305276,35.2666666666667
"samba de roda","rgb(106, 144, 10)",0.0333333333333333,26.953853558751,57.8
"japanese vocal jazz","rgb(90, 155, 14)",0,25.0165453342157,53
"jacksonville indie","rgb(133, 139, 39)",0.0166666666666667,44.852896937609,32.4
"goa psytrance","rgb(221, 132, 202)",0,97.5934059322544,72
"chant religieux","rgb(60, 163, 34)",0,12.5624210336321,18.3333333333333
"classical organ","rgb(32, 158, 179)",0,12.1773659827928,7
"brisbane indie","rgb(179, 122, 37)",0.0166666666666667,63.6784790325492,24.4
"australian thrash metal","rgb(230, 73, 76)",0,55.0688887551892,17.8
"deep psychobilly","rgb(220, 87, 33)",0,55.4419108356898,34.8
"british orchestra","rgb(54, 154, 168)",0,14.3072017327477,17.2
"mbira","rgb(152, 144, 30)",0,44.8468804524397,65.7333333333333
"rap conciencia","rgb(182, 122, 7)",0.0666666666666667,50.9716623548523,70.4666666666667
"dutch underground hip hop","rgb(176, 124, 10)",0,54.3649599903736,67.6
"balkan hip hop","rgb(186, 121, 14)",0.0166666666666667,61.8133686300463,71.4
"nigerian pop","rgb(186, 133, 7)",0.0833333333333333,62.6977919499428,69.4666666666667
"baluchi folk","rgb(183, 114, 24)",0,49.214848685398,62.6666666666667
"comedy rock","rgb(90, 146, 3)",0.0166666666666667,31.3458877323867,78.8666666666667
"atmospheric black metal","rgb(181, 85, 184)",0,50.4722940857951,5.73333333333333
"rap paraguayo","rgb(163, 147, 25)",0,74.5262017929126,75.8666666666667
"gruperas inmortales","rgb(163, 145, 7)",0.0666666666666667,51.7838878527164,70.0666666666667
"molam","rgb(154, 139, 55)",0,53.0533662234523,58.9333333333333
"dub","rgb(134, 145, 49)",0.0666666666666667,72.1496901510138,83.0666666666667
"italian tech house","rgb(211, 126, 189)",0.0166666666666667,99.5487636122977,94.8
"michigan folk","rgb(111, 151, 24)",0,37.3142410203959,50.3333333333333
"alaska indie","rgb(126, 145, 24)",0.0166666666666667,37.019433247097,41.2666666666667
"wyoming indie","rgb(172, 123, 26)",0,56.5910595030383,32.1333333333333
"jazz","rgb(83, 143, 106)",0.0833333333333333,14.1688225738524,61.6
"acoustic chill","rgb(85, 163, 10)",0.0333333333333333,31.5985801095,54.1333333333333
"classic pakistani pop","rgb(131, 135, 34)",0.0333333333333333,28.3496781180434,47.8666666666667
"alternative country","rgb(128, 141, 24)",0.0666666666666667,34.9617953191745,39.2666666666667
"viola caipira","rgb(117, 155, 55)",0,28.3496781180434,58.6666666666667
"indie valenciana","rgb(174, 130, 27)",0,65.5315564647133,31.1333333333333
"jazz colombiano","rgb(120, 149, 73)",0,35.7439383911919,62.8666666666667
"musica calabrese","rgb(156, 135, 9)",0,52.6743276577823,51.1333333333333
"pop chileno","rgb(153, 144, 11)",0.0333333333333333,63.0527645749353,47.5333333333333
"modern mod","rgb(189, 117, 33)",0,69.06323325913,29
"guggenmusik","rgb(215, 57, 150)",0,32.0377835268636,37.9333333333333
"hip hop cubano","rgb(173, 125, 6)",0.0166666666666667,50.8032007701101,72.8666666666667
"irish country","rgb(111, 149, 8)",0.0166666666666667,31.8933878827989,35.8666666666667
"firenze indie","rgb(177, 125, 48)",0,57.9146862402984,33.9333333333333
"italian post-hardcore","rgb(189, 110, 86)",0,51.4409481980627,19.8666666666667
"brazilian surf rock","rgb(208, 109, 128)",0,62.7940557126527,27.9333333333333
"hi-tech","rgb(232, 119, 185)",0,95.5959328560255,54.6
"panamanian pop","rgb(188, 134, 13)",0.0833333333333333,68.269057216774,72.7333333333333
"pittsburgh rock","rgb(180, 116, 25)",0,57.2528728716684,28.2
"flick hop","rgb(188, 113, 19)",0,59.8158955538175,63.2666666666667
"ottawa rap","rgb(150, 145, 14)",0.0333333333333333,69.6167498947115,71.6666666666667
"ghanaian pop","rgb(176, 139, 8)",0.0166666666666667,67.2402382528127,74.4
"swiss experimental","rgb(119, 125, 138)",0,40.671439744901,52.4
"voidgaze","rgb(202, 69, 166)",0.0166666666666667,53.2519102340413,4
"symphonic black metal","rgb(215, 71, 120)",0.0333333333333333,58.7449611936707,7.66666666666667
"brazilian metal","rgb(224, 76, 58)",0.0166666666666667,58.1493291619036,17.6666666666667
"colombian hardcore","rgb(231, 82, 41)",0,67.2041393417965,20.2666666666667
"christian metalcore","rgb(227, 82, 47)",0.0166666666666667,71.542025148908,14.8
"neo-trad metal","rgb(223, 85, 32)",0.0166666666666667,72.6610913904097,15.8666666666667
"italian progressive metal","rgb(202, 107, 56)",0,66.9815293905301,17.8
"corrido","rgb(166, 137, 1)",0.1,47.6385295710246,71.6666666666667
"bible","rgb(69, 134, 0)",0,15.4142350039107,87
"polish classical","rgb(26, 166, 217)",0.0333333333333333,0.126346188556653,29.4
"post-post-hardcore","rgb(227, 87, 25)",0.0166666666666667,79.9169725046628,14.8
"colorado hardcore","rgb(230, 73, 59)",0,57.0362794055713,16.7333333333333
"japanese heavy metal","rgb(220, 87, 42)",0,67.5410625112809,17.3333333333333
"igbo traditional","rgb(186, 128, 37)",0,40.9542145478611,76.0666666666667
"chill-out trance","rgb(167, 147, 176)",0,86.9141447566332,51.7333333333333
"plunderphonics","rgb(155, 109, 93)",0,56.5128451958366,51
"taiwan experimental","rgb(151, 116, 125)",0,39.8351483063594,32.1333333333333
"world chill","rgb(144, 145, 123)",0,64.2199626977919,56.1333333333333
"industrial","rgb(168, 103, 109)",0.0666666666666667,69.8333433608086,34.2666666666667
"japanese post-punk","rgb(186, 107, 83)",0,66.0429577041093,36.1333333333333
"big beat","rgb(186, 124, 115)",0.0666666666666667,88.7010408519343,57.2666666666667
"ninja","rgb(162, 129, 119)",0.0833333333333333,77.7329883881836,62
"minimal melodic techno","rgb(161, 152, 205)",0,92.2868660128753,76
"slovenian electronic","rgb(193, 132, 170)",0.0166666666666667,91.1016184345106,78.4
"vapor house","rgb(181, 135, 141)",0,89.3147223392094,75.4666666666667
"modular techno","rgb(185, 139, 209)",0,94.3023885446122,76.0666666666667
"christian dance","rgb(188, 130, 125)",0,92.5937067565128,63.2666666666667
"italian library music","rgb(111, 154, 165)",0,32.8500090247278,41.8
"hamilton on indie","rgb(159, 128, 43)",0,59.6955658504302,38.9333333333333
"field recording","rgb(91, 90, 149)",0,24.6134408278684,20.1333333333333
"musica piemonteisa","rgb(116, 150, 63)",0,37.0314662174358,64.6666666666667
"ethnomusicology","rgb(86, 132, 78)",0,17.616268575898,62.8666666666667
"gamecore","rgb(182, 134, 121)",0,82.8830996931593,53.8666666666667
"sovietwave","rgb(178, 139, 147)",0.0166666666666667,84.4534023223633,43.3333333333333
"berlin school","rgb(106, 150, 188)",0,44.7746826304073,25.6
"croatian electronic","rgb(205, 127, 199)",0,98.4176644004573,80.6666666666667
"ballroom","rgb(97, 148, 145)",0.0166666666666667,27.0982492028157,29.9333333333333
"indie emo","rgb(177, 120, 69)",0,62.601528187233,38.6
"deep hardcore","rgb(195, 116, 100)",0,88.6288430299019,57.5333333333333
"electrofox","rgb(184, 130, 81)",0,89.5433487756453,57.4
"theremin","rgb(91, 151, 148)",0,30.5517116900307,28.0666666666667
"ukrainian folk","rgb(177, 125, 21)",0,66.8672161723121,61.2
"acid house","rgb(189, 126, 145)",0.0166666666666667,92.5816737861741,73.7333333333333
"perreo","rgb(187, 137, 5)",0.15,78.4188676974911,78.0666666666667
"baton rouge rap","rgb(162, 142, 4)",0.0833333333333333,78.3406533902894,74.2
"german opera","rgb(48, 143, 59)",0,2.05763792792251,20.2666666666667
"shakuhachi","rgb(28, 175, 115)",0,3.45346248721496,21.2666666666667
"lute","rgb(30, 168, 186)",0,5.43890259310511,61.3333333333333
"new orleans blues","rgb(123, 128, 43)",0.0166666666666667,26.8034414295169,60.6666666666667
"swing revival","rgb(137, 130, 23)",0,38.8664941940918,62
"piada","rgb(153, 110, 8)",0,24.2223692918597,78.3333333333333
"bengali folk","rgb(92, 151, 30)",0,13.3987124721738,47.6666666666667
"rock catracho","rgb(186, 121, 22)",0,58.817159015703,33.0666666666667
"gnawa","rgb(165, 121, 43)",0,40.2262198423681,64.3333333333333
"latin talent show","rgb(142, 148, 6)",0.0666666666666667,53.4324047891222,48.7333333333333
"greek punk","rgb(215, 99, 52)",0,70.4049094518982,23.5333333333333
"fast melodic punk","rgb(230, 80, 25)",0,64.9359244329463,21.5333333333333
"metal tico","rgb(214, 85, 79)",0,61.0432585283677,18.5333333333333
"mexican power metal","rgb(210, 104, 38)",0,67.4688646892485,17.9333333333333
"white noise","rgb(93, 0, 192)",0.0833333333333333,45.0755068888755,0
"j-pop boy group","rgb(203, 121, 22)",0.0333333333333333,87.2811503519644,45.3333333333333
"mexican son","rgb(119, 149, 39)",0,32.2664099632994,62.4
"kosovan folk","rgb(142, 143, 10)",0,30.6359424824018,32.8
"emo punk","rgb(187, 112, 40)",0.0166666666666667,54.8402623187534,23.8
"mathgrind","rgb(220, 40, 134)",0,47.9574032850009,10.8
"sevdah","rgb(161, 131, 6)",0.0166666666666667,44.6302869863426,37.2
"reggae mexicano","rgb(166, 139, 29)",0,75.6512845195837,70.3333333333333
"k-pop girl group","rgb(204, 127, 20)",0.15,86.6253534685037,59.2
"mississippi hip hop","rgb(163, 139, 4)",0.0333333333333333,73.8523554539438,71.9333333333333
"swiss reggae","rgb(164, 143, 30)",0,76.0303230852536,77.1333333333333
"dutch trap pop","rgb(166, 144, 15)",0.1,70.6576018290115,75
"tamaulipas rap","rgb(158, 139, 7)",0.0166666666666667,71.6202394561097,76.3333333333333
"thai folk pop","rgb(142, 150, 4)",0.0166666666666667,54.4070753865592,46.8
"old school dancehall","rgb(151, 141, 10)",0.0333333333333333,70.3567775705433,79.7333333333333
"birdsong","rgb(194, 0, 199)",0,21.5029179953071,18.8
"children's story","rgb(75, 128, 4)",0,29.2762168341255,84.2666666666667
"dizi","rgb(61, 169, 70)",0,20.7267914084592,28.2
"rajasthani folk","rgb(151, 121, 33)",0,27.3208591540822,50.6666666666667
"cuban rumba","rgb(135, 127, 59)",0.0166666666666667,25.0887431562481,66
"japanese jazz","rgb(100, 148, 124)",0.0166666666666667,25.6121773659828,56.4666666666667
"sertanejo universitario","rgb(176, 133, 1)",0.216666666666667,54.2927621683413,55.3333333333333
"chicago blues","rgb(119, 127, 29)",0.0166666666666667,22.5377534444378,67.3333333333333
"canadian folk","rgb(113, 151, 17)",0.0333333333333333,39.3718789483184,44
"talentos brasileiros","rgb(152, 143, 6)",0,53.2759761747187,53.2666666666667
"sertanejo","rgb(168, 136, 1)",0.166666666666667,53.3602069670898,55.4666666666667
"neo-progressive","rgb(146, 136, 55)",0.0166666666666667,48.9080079417604,23.4
"norwegian country","rgb(162, 135, 7)",0.0166666666666667,58.5223512424042,43.1333333333333
"screamocore","rgb(214, 96, 29)",0,68.2510077612659,19.0666666666667
"spanish modern rock","rgb(182, 127, 33)",0.0166666666666667,75.1880151615426,25.0666666666667
"israeli trap","rgb(166, 139, 7)",0,67.2402382528127,68.1333333333333
"singaporean mandopop","rgb(124, 150, 5)",0.0333333333333333,46.2246555562241,40.2
"rock goiano","rgb(200, 106, 36)",0,65.3871608206486,23.1333333333333
"kaneka","rgb(178, 139, 2)",0.0166666666666667,73.0220805005716,61.4666666666667
"sholawat","rgb(164, 152, 11)",0.0333333333333333,67.2763371638289,54.2666666666667
"russian dance","rgb(178, 141, 9)",0.0333333333333333,80.3682088923651,63.2666666666667
"zambian hip hop","rgb(181, 136, 9)",0,62.6195776427411,67.6
"kurdish folk","rgb(136, 139, 20)",0,33.8186631369954,48.5333333333333
"paisley underground","rgb(169, 121, 26)",0.0166666666666667,52.7645749353228,29.5333333333333
"proto-rap","rgb(189, 96, 33)",0,75.260212983575,85.6666666666667
"bells","rgb(82, 125, 201)",0,10.4927501353709,18.5333333333333
"romanian contemporary classical","rgb(30, 155, 130)",0,5.81192467360569,22.4
"persian traditional","rgb(76, 158, 101)",0,12.6947837073582,39.2666666666667
"harmonica jazz","rgb(91, 152, 88)",0,21.3705553215811,59.8666666666667
"jazz drums","rgb(109, 128, 96)",0,20.7267914084592,60
"peruvian metal","rgb(211, 92, 87)",0,60.8928463991336,16.4666666666667
"traditional blues","rgb(95, 137, 33)",0.0333333333333333,15.2818723301847,69.9333333333333
"tecnobrega","rgb(200, 134, 4)",0.0166666666666667,72.6310089645629,59.2
"folklore paraguayo","rgb(147, 143, 30)",0,38.4212742915589,61.6
"australian americana","rgb(121, 151, 7)",0.0166666666666667,42.0070994524999,46.4
"indie cafe pop","rgb(110, 154, 11)",0.133333333333333,42.9155887130738,43.7333333333333
"modern jazz piano","rgb(72, 154, 181)",0.0166666666666667,14.9148667348535,51.1333333333333
"orquesta tipica","rgb(79, 146, 93)",0,9.97533241080561,66.7333333333333
"rap underground espanol","rgb(181, 123, 13)",0.0333333333333333,51.4108657722159,67.6
"dangdut remix","rgb(187, 147, 9)",0.0166666666666667,80.9578244389628,60.9333333333333
"austin americana","rgb(135, 141, 11)",0.0166666666666667,45.1116057998917,45.6
"world worship","rgb(137, 143, 20)",0.133333333333333,52.6141628060887,23.6666666666667
"straight edge","rgb(228, 76, 40)",0.0166666666666667,50.9235304734974,21.2666666666667
"country","rgb(129, 139, 9)",0.283333333333333,44.4076770350761,48.2
"family gospel","rgb(119, 145, 9)",0,35.4009987365381,37.5333333333333
"desert blues","rgb(145, 141, 45)",0.0166666666666667,43.9444076770351,62.5333333333333
"hopebeat","rgb(172, 136, 13)",0.05,79.9229889898321,34.0666666666667
"neomelodici","rgb(173, 133, 4)",0.0166666666666667,64.2019132422839,45.1333333333333
"stoner metal","rgb(196, 103, 100)",0.05,47.6565790265327,17.9333333333333
"funk ostentacao","rgb(176, 130, 3)",0.1,67.7035076108537,81.3333333333333
"rap alagoano","rgb(178, 133, 18)",0,74.2253775344444,69.3333333333333
"brockton hip hop","rgb(141, 145, 14)",0,52.7645749353228,68.7333333333333
"hip hop quebecois","rgb(175, 131, 5)",0.0166666666666667,59.2744118885747,68.7333333333333
"malaysian mandopop","rgb(132, 150, 4)",0.0166666666666667,48.2040791769448,40.4
"drone metal","rgb(164, 109, 171)",0.0166666666666667,47.1150953612899,10
"reggae fusion","rgb(177, 133, 5)",0.116666666666667,57.9808675771614,73.1333333333333
"heavy alternative","rgb(213, 109, 10)",0,83.4185668732327,18.9333333333333
"salsa colombiana","rgb(190, 143, 8)",0.0333333333333333,58.2094940135973,75.4
"brazilian death metal","rgb(235, 55, 123)",0,47.8009746705974,11.7333333333333
"christian power metal","rgb(212, 100, 27)",0,73.8583719391132,15.2
"finnish black metal","rgb(211, 58, 154)",0,53.8174598399615,4.13333333333333
"erhu","rgb(65, 170, 113)",0,14.7644546056194,19.8
"melodic thrash","rgb(232, 77, 60)",0.0333333333333333,62.5714457613862,17
"power metal","rgb(214, 94, 36)",0.1,72.5888935683774,15.5333333333333
"japanese psychedelic","rgb(151, 116, 123)",0,36.5802298297335,25.4666666666667
"fidget house","rgb(198, 121, 116)",0.0166666666666667,92.0642560616088,74.6666666666667
"kyrgyz traditional","rgb(68, 163, 164)",0,6.73244690451838,57.4
"wrestling","rgb(195, 99, 38)",0.0666666666666667,79.2732085915408,34.0666666666667
"south african electronic","rgb(149, 142, 145)",0,83.6772757355153,72.4
"french renaissance","rgb(38, 163, 99)",0,5.14409481980627,24.4
"kodomo no ongaku","rgb(115, 152, 13)",0,46.5194633295229,66.4666666666667
"vogue","rgb(183, 129, 114)",0,89.9765357078395,75.4666666666667
"vocaloid","rgb(207, 118, 51)",0.0166666666666667,86.7877985680765,40.2
"indonesian r&b","rgb(178, 135, 106)",0.0333333333333333,86.7216172312135,71.9333333333333
"greek contemporary classical","rgb(78, 153, 116)",0,18.7834666987546,33.4
"african percussion","rgb(156, 123, 123)",0,43.1321821791709,76.5333333333333
"uk funky","rgb(185, 136, 79)",0.05,89.5734312014921,75.6
"belly dance","rgb(153, 130, 72)",0.0166666666666667,50.4181457192708,55.7333333333333
"shush","rgb(58, 75, 191)",0.0333333333333333,31.7369592683954,7.33333333333333
